Partition Line;********************
Full Name;ACH, Test 
Gender;Male
Age;
Birthdate;
Subject Number;
Medical Record;
Test Time;3/5/2020 2:28:26 PM
Reference;
Memo;

Time (sec.);X (sensor number);Y (sensor number);Level
57.9333;121;32;4
57.9333;121;33;3
57.9333;118;28;3
57.9333;115;30;2
57.9333;116;31;3
57.9333;115;32;0
57.9333;118;33;3
57.9333;65;28;2
57.9333;65;29;1
57.9417;128;29;1
57.9417;115;28;1
57.9417;119;33;3
57.9417;65;28;0
57.9417;65;29;0
57.9500;122;29;2
57.9500;127;32;1
57.9500;116;28;3
57.9500;115;29;2
57.9500;117;30;4
57.9500;115;31;1
57.9500;116;31;4
57.9500;118;32;4
57.9500;117;32;3
57.9500;116;33;1
57.9583;128;28;1
57.9583;128;30;1
57.9583;127;30;1
57.9583;122;33;1
57.9583;116;28;4
57.9583;116;31;3
57.9667;129;28;1
57.9667;129;29;1
57.9667;129;30;1
57.9667;128;32;1
57.9750;128;28;2
57.9750;130;28;1
57.9750;126;32;1
57.9750;116;28;3
57.9750;116;32;2
57.9833;131;28;1
57.9833;131;29;1
57.9833;128;32;2
57.9833;127;29;1
57.9833;122;33;0
57.9833;115;28;0
57.9833;116;32;3
57.9833;117;33;2
57.9833;116;33;0
57.9917;129;27;1
57.9917;131;28;2
57.9917;130;29;1
57.9917;117;29;4
57.9917;116;32;2
58.0000;130;27;1
58.0000;129;28;2
58.0000;130;30;1
58.0000;122;29;3
58.0083;131;27;1
58.0083;130;28;2
58.0083;128;29;2
58.0083;131;29;2
58.0083;127;30;2
58.0083;120;31;4
58.0083;115;29;1
58.0083;116;29;3
58.0083;115;30;1
58.0083;115;31;0
58.0167;129;27;2
58.0167;130;27;2
58.0167;129;29;2
58.0167;127;28;1
58.0167;127;29;2
58.0167;121;33;2
58.0167;117;27;1
58.0167;118;29;3
58.0167;119;30;4
58.0167;116;31;2
58.0250;128;27;1
58.0250;131;27;2
58.0250;129;30;2
58.0250;130;30;2
58.0250;118;30;4
58.0250;116;30;3
58.0250;118;31;4
58.0250;117;32;2
58.0250;116;32;1
58.0250;119;33;2
58.0333;132;28;1
58.0333;131;28;3
58.0333;115;29;0
58.0333;115;30;0
58.0333;117;30;3
58.0333;118;33;2
58.0417;132;29;1
58.0417;129;32;1
58.0417;120;29;3
58.0417;121;32;3
58.0417;126;32;2
58.0417;127;32;2
58.0417;120;33;2
58.0417;116;28;2
58.0417;117;31;3
58.0500;129;27;3
58.0500;130;27;3
58.0500;128;28;3
58.0500;130;29;2
58.0500;128;30;2
58.0500;128;31;1
58.0500;117;28;3
58.0500;116;28;3
58.0500;116;32;0
58.0583;132;28;2
58.0583;131;30;1
58.0583;127;28;2
58.0583;122;29;2
58.0583;120;32;3
58.0583;117;27;0
58.0583;116;28;2
58.0667;130;31;1
58.0667;121;30;3
58.0667;118;28;2
58.0667;116;31;1
58.0667;118;32;3
58.0667;117;33;1
58.0750;128;27;2
58.0750;131;29;3
58.0750;116;30;2
58.0750;119;31;3
58.0750;119;32;3
58.0750;119;33;1
58.0833;131;27;3
58.0833;129;29;3
58.0833;129;31;1
58.0833;119;28;3
58.0833;116;28;1
58.0833;116;29;2
58.0833;117;31;2
58.0833;117;32;1
58.0833;117;33;0
58.0917;132;27;1
58.0917;132;29;2
58.0917;129;32;2
58.0917;121;28;1
58.0917;120;30;3
58.0917;121;31;3
58.0917;127;33;1
58.0917;118;29;2
58.0917;117;29;3
58.0917;118;30;3
58.0917;118;33;1
58.1000;129;28;3
58.1000;133;28;1
58.1000;131;30;2
58.1000;128;33;1
58.1000;120;28;3
58.1000;116;28;0
58.1000;117;30;2
58.1000;116;31;0
58.1083;130;32;1
58.1083;120;31;3
58.1083;121;33;1
58.1083;119;29;3
58.1083;116;29;1
58.1083;118;31;3
58.1167;130;31;2
58.1167;122;29;1
58.1167;127;30;3
58.1167;120;33;1
58.1167;117;28;2
58.1167;116;30;1
58.1167;117;32;0
58.1167;118;33;0
58.1250;130;28;3
58.1250;130;30;3
58.1250;128;32;3
58.1250;121;29;3
58.1250;127;33;2
58.1250;116;29;0
58.1250;119;30;3
58.1333;133;28;2
58.1333;133;29;1
58.1333;127;29;3
58.1333;117;29;2
58.1333;116;30;0
58.1333;117;31;1
58.1333;119;33;0
58.1417;131;31;1
58.1417;130;32;2
58.1417;127;29;2
58.1417;127;30;2
58.1417;118;32;2
58.1500;130;29;3
58.1500;132;30;1
58.1500;129;30;3
58.1500;129;33;1
58.1500;127;30;3
58.1500;127;31;1
58.1500;120;32;2
58.1500;119;32;2
58.1583;132;29;3
58.1583;128;33;2
58.1583;127;29;3
58.1583;118;31;2
58.1583;117;31;0
58.1667;132;27;2
58.1667;133;29;2
58.1667;120;33;0
58.1667;118;28;1
58.1667;117;30;1
58.1667;119;31;2
58.1750;132;28;3
58.1750;129;32;3
58.1750;121;33;0
58.1833;133;28;3
58.1833;122;32;2
58.1833;126;33;1
58.1833;117;28;1
58.1833;117;29;1
58.1833;118;30;2
58.1833;118;32;1
58.1917;128;30;3
58.1917;131;30;3
58.1917;132;31;1
58.1917;129;31;2
58.1917;121;32;2
58.1917;118;28;2
58.1917;118;31;1
58.1917;119;32;1
58.2000;128;29;3
58.2000;133;29;3
58.2000;130;31;3
58.2000;131;31;2
58.2000;131;32;1
58.2000;120;29;2
58.2000;126;31;1
58.2000;127;33;3
58.2000;118;28;1
58.2000;117;30;0
58.2083;132;30;2
58.2083;120;30;2
58.2083;120;31;2
58.2083;118;32;0
58.2167;128;27;3
58.2167;132;27;3
58.2167;129;27;4
58.2167;133;27;1
58.2167;129;33;2
58.2167;119;28;2
58.2167;117;28;0
58.2167;118;29;1
58.2167;117;29;0
58.2167;119;30;2
58.2167;118;30;1
58.2167;119;31;1
58.2250;130;27;4
58.2250;131;27;4
58.2250;128;28;4
58.2250;129;29;4
58.2250;132;31;2
58.2250;130;32;3
58.2250;131;32;2
58.2250;126;30;1
58.2250;121;31;2
58.2250;120;32;1
58.2250;126;32;3
58.2250;118;31;0
58.2250;119;32;0
58.2333;133;27;2
58.2333;133;28;4
58.2333;134;28;1
58.2333;134;29;1
58.2333;128;31;2
58.2333;121;28;0
58.2333;127;28;3
58.2333;120;31;1
58.2333;123;31;1
58.2333;125;32;1
58.2333;126;33;2
58.2333;119;29;2
58.2333;118;30;0
58.2417;131;27;3
58.2417;134;28;2
58.2417;131;28;4
58.2417;134;29;2
58.2417;133;30;1
58.2417;129;31;3
58.2417;133;31;1
58.2417;131;31;3
58.2417;128;33;3
58.2417;120;28;2
58.2417;122;31;2
58.2417;123;32;1
58.2417;118;29;0
58.2417;119;31;0
58.2500;131;27;4
58.2500;129;28;4
58.2500;131;29;4
58.2500;130;33;1
58.2500;121;30;2
58.2500;123;32;0
58.2500;127;32;3
58.2500;119;28;1
58.2500;118;28;0
58.2500;119;30;1
58.2583;133;27;3
58.2583;134;28;3
58.2583;132;29;4
58.2583;133;29;4
58.2583;132;30;3
58.2583;133;31;2
58.2583;130;31;4
58.2583;132;32;1
58.2583;129;33;3
58.2583;120;28;1
58.2583;120;30;1
58.2583;122;30;2
58.2583;120;32;0
58.2667;130;29;4
58.2667;134;29;3
58.2667;132;31;3
58.2667;131;32;3
58.2667;121;29;2
58.2667;120;31;0
58.2667;123;31;0
58.2667;121;32;1
58.2667;125;32;2
58.2667;119;28;0
58.2667;119;29;1
58.2667;119;30;0
58.2750;130;30;4
58.2750;134;30;1
58.2750;120;28;0
58.2750;120;29;1
58.2750;122;29;0
58.2750;120;30;0
58.2750;121;31;1
58.2750;119;29;0
58.2833;129;30;4
58.2833;133;30;2
58.2833;134;30;2
58.2833;131;30;4
58.2833;128;31;3
58.2833;133;31;3
58.2833;131;33;1
58.2833;127;28;2
58.2833;120;29;0
58.2833;121;29;1
58.2833;121;30;1
58.2833;121;31;0
58.2833;121;32;0
58.2917;132;28;4
58.2917;130;28;4
58.2917;134;28;4
58.2917;129;31;4
58.2917;128;32;4
58.2917;132;32;2
58.2917;130;32;4
58.2917;130;33;2
58.2917;121;29;0
58.2917;121;30;0
58.2917;122;30;1
58.2917;122;31;1
58.2917;122;32;1
58.3000;133;27;4
58.3000;134;27;1
58.3000;129;32;4
58.3000;131;33;2
58.3000;122;30;0
58.3000;126;30;0
58.3000;122;31;0
58.3000;122;32;0
58.3000;127;34;1
58.3083;128;27;2
58.3083;134;29;4
58.3083;128;30;4
58.3083;134;30;3
58.3083;131;31;4
58.3083;128;34;1
58.3083;125;32;0
58.3167;132;27;4
58.3167;134;31;1
58.3167;133;32;1
58.3167;129;34;1
58.3167;127;28;1
58.3167;126;32;2
58.3167;127;34;0
58.3250;130;26;1
58.3250;134;27;2
58.3250;135;28;1
58.3250;135;29;1
58.3250;132;30;4
58.3250;127;29;2
58.3250;126;31;0
58.3250;126;33;1
58.3333;131;26;1
58.3333;135;29;2
58.3333;128;30;3
58.3333;134;31;2
58.3333;133;32;2
58.3333;128;34;0
58.3333;127;28;0
58.3333;127;29;1
58.3333;126;32;1
58.3333;126;33;0
58.3417;128;27;1
58.3417;128;28;3
58.3417;134;30;4
58.3417;135;30;1
58.3417;128;32;3
58.3417;127;30;2
58.3417;126;32;0
58.3417;127;32;2
58.3417;127;33;2
58.3500;134;27;3
58.3500;133;28;5
58.3500;134;28;5
58.3500;135;28;2
58.3500;135;30;2
58.3500;128;32;4
58.3500;131;32;4
58.3500;127;29;0
58.3500;127;30;1
58.3583;128;27;0
58.3583;131;28;5
58.3583;135;28;3
58.3583;131;29;5
58.3583;135;29;3
58.3583;128;31;2
58.3583;134;31;3
58.3583;128;32;3
58.3583;132;32;3
58.3583;132;33;1
58.3583;131;33;3
58.3583;127;30;0
58.3583;127;31;0
58.3583;127;33;1
58.3667;133;29;5
58.3667;129;32;3
58.3667;128;33;2
58.3667;127;32;1
58.3667;127;33;0
58.3750;128;28;2
58.3750;128;29;2
58.3750;128;30;2
58.3750;133;30;3
58.3750;135;30;3
58.3750;128;33;1
58.3750;129;34;0
58.3750;127;32;0
58.3833;185;18;3
58.3833;185;19;1
58.3833;130;27;5
58.3833;128;28;1
58.3833;132;28;5
58.3833;128;30;1
58.3833;128;31;1
58.3833;128;32;2
58.3833;128;33;0
58.3917;186;17;3
58.3917;185;18;4
58.3917;186;18;3
58.3917;185;19;4
58.3917;186;19;3
58.3917;185;20;3
58.3917;186;20;3
58.3917;129;27;3
58.3917;130;27;4
58.3917;128;28;0
58.3917;128;29;1
58.3917;128;30;0
58.3917;129;30;3
58.3917;133;30;2
58.3917;129;31;3
58.3917;128;32;1
58.3917;133;32;3
58.3917;130;32;3
58.3917;131;32;3
58.3917;129;33;2
58.4000;186;18;4
58.4000;187;18;1
58.4000;187;19;2
58.4000;185;20;4
58.4000;186;20;4
58.4000;187;20;3
58.4000;185;21;3
58.4000;186;21;4
58.4000;187;21;2
58.4000;128;29;0
58.4000;128;31;0
58.4000;128;32;0
58.4000;131;32;4
58.4083;186;17;2
58.4083;187;17;2
58.4083;188;18;2
58.4083;185;18;3
58.4083;187;18;3
58.4083;188;19;3
58.4083;185;19;3
58.4083;187;19;3
58.4083;188;20;3
58.4083;185;20;3
58.4083;188;21;3
58.4083;185;21;1
58.4083;187;21;3
58.4083;188;22;1
58.4083;186;22;2
58.4083;187;22;3
58.4083;129;28;3
58.4083;131;29;4
58.4083;133;30;3
58.4083;129;31;2
58.4083;133;31;4
58.4083;129;32;2
58.4083;129;33;1
58.4167;188;17;2
58.4167;186;17;0
58.4167;188;18;3
58.4167;185;18;0
58.4167;189;18;2
58.4167;186;18;3
58.4167;185;19;0
58.4167;189;19;3
58.4167;185;20;0
58.4167;189;20;3
58.4167;188;21;4
58.4167;185;21;0
58.4167;189;21;3
58.4167;187;21;4
58.4167;188;22;3
58.4167;186;22;1
58.4167;130;26;0
58.4167;129;27;1
58.4167;132;28;4
58.4167;129;29;3
58.4167;129;30;2
58.4167;130;30;3
58.4167;129;31;1
58.4167;129;32;1
58.4167;131;32;3
58.4167;132;33;2
58.4167;129;33;0
58.4167;130;33;1
58.4250;188;17;3
58.4250;189;17;3
58.4250;189;18;3
58.4250;186;18;2
58.4250;190;18;2
58.4250;188;19;4
58.4250;189;19;4
58.4250;190;19;2
58.4250;188;20;4
58.4250;189;20;4
58.4250;186;20;3
58.4250;190;20;1
58.4250;187;20;4
58.4250;186;21;3
58.4250;190;21;1
58.4250;188;22;4
58.4250;189;22;3
58.4250;186;22;0
58.4250;131;26;0
58.4250;129;27;0
58.4250;130;27;3
58.4250;129;28;1
58.4250;130;28;3
58.4250;131;28;4
58.4250;129;29;2
58.4250;132;30;3
58.4250;129;30;1
58.4250;131;30;3
58.4250;129;31;0
58.4250;130;31;3
58.4250;131;31;3
58.4250;129;32;0
58.4333;190;17;2
58.4333;187;17;1
58.4333;186;18;1
58.4333;190;18;3
58.4333;186;19;2
58.4333;190;19;4
58.4333;190;20;2
58.4333;189;21;4
58.4333;186;21;2
58.4333;190;22;1
58.4333;132;27;3
58.4333;130;27;2
58.4333;134;27;2
58.4333;131;27;3
58.4333;129;28;0
58.4333;134;28;4
58.4333;129;29;0
58.4333;130;29;3
58.4333;129;30;0
58.4333;133;31;3
58.4333;130;31;2
58.4333;130;32;1
58.4333;130;33;0
58.4417;190;17;3
58.4417;190;18;4
58.4417;191;18;2
58.4417;191;19;3
58.4417;190;20;3
58.4417;187;20;3
58.4417;191;20;2
58.4417;186;21;1
58.4417;190;21;2
58.4417;187;21;3
58.4417;191;21;2
58.4417;133;27;3
58.4417;130;27;0
58.4417;131;27;2
58.4417;132;28;3
58.4417;133;28;4
58.4417;130;28;1
58.4417;131;28;3
58.4417;133;29;4
58.4417;130;29;1
58.4417;131;29;3
58.4417;133;30;2
58.4417;130;30;1
58.4417;130;31;1
58.4417;131;31;2
58.4417;134;32;1
58.4417;131;32;2
58.4417;131;33;1
58.4500;189;17;4
58.4500;190;17;4
58.4500;187;17;0
58.4500;191;17;3
58.4500;189;18;4
58.4500;186;18;0
58.4500;187;18;2
58.4500;191;18;3
58.4500;186;19;1
58.4500;186;20;1
58.4500;191;20;3
58.4500;186;21;0
58.4500;191;21;3
58.4500;190;22;2
58.4500;187;22;2
58.4500;132;27;1
58.4500;131;27;0
58.4500;130;28;0
58.4500;131;28;1
58.4500;135;28;4
58.4500;132;29;3
58.4500;130;29;0
58.4500;131;29;1
58.4500;135;29;4
58.4500;132;30;2
58.4500;131;30;0
58.4500;135;30;4
58.4500;132;31;2
58.4500;130;31;0
58.4500;131;31;0
58.4500;135;31;1
58.4500;132;32;2
58.4500;131;32;0
58.4500;132;33;1
58.4500;131;33;0
58.4583;192;17;1
58.4583;192;18;2
58.4583;192;19;2
58.4583;192;20;2
58.4583;191;17;4
58.4583;186;19;0
58.4583;191;19;4
58.4583;186;20;0
58.4583;188;22;3
58.4583;187;22;1
58.4583;191;22;1
58.4583;132;27;0
58.4583;133;27;1
58.4583;134;27;1
58.4583;132;28;1
58.4583;133;28;3
58.4583;132;29;1
58.4583;132;30;1
58.4583;132;31;1
58.4583;130;31;1
58.4583;131;31;1
58.4583;135;31;3
58.4583;132;32;1
58.4583;133;32;2
58.4583;130;32;0
58.4583;134;32;2
58.4583;132;33;0
58.4667;192;17;3
58.4667;192;18;3
58.4667;192;19;3
58.4667;192;20;3
58.4667;192;21;1
58.4667;189;17;3
58.4667;188;20;3
58.4667;188;21;3
58.4667;187;21;2
58.4667;187;22;0
58.4667;191;22;2
58.4667;136;29;2
58.4667;136;30;2
58.4667;133;27;0
58.4667;134;27;0
58.4667;132;28;0
58.4667;133;28;1
58.4667;134;28;3
58.4667;133;29;1
58.4667;134;29;3
58.4667;133;30;1
58.4667;130;30;0
58.4667;134;30;3
58.4667;132;31;0
58.4667;133;31;1
58.4667;131;31;0
58.4667;132;32;0
58.4667;133;32;0
58.4667;134;32;1
58.4750;193;17;2
58.4750;193;18;2
58.4750;193;19;1
58.4750;192;20;4
58.4750;192;21;2
58.4750;189;18;3
58.4750;187;18;1
58.4750;191;18;4
58.4750;188;19;3
58.4750;187;19;2
58.4750;187;20;2
58.4750;191;20;4
58.4750;187;21;1
58.4750;136;28;1
58.4750;136;29;3
58.4750;136;30;3
58.4750;136;31;1
58.4750;133;28;0
58.4750;134;28;0
58.4750;131;28;0
58.4750;135;28;2
58.4750;132;29;0
58.4750;134;29;1
58.4750;135;29;3
58.4750;134;30;1
58.4750;133;31;0
58.4750;134;31;1
58.4750;134;32;0
58.4833;193;17;3
58.4833;192;17;4
58.4833;193;18;3
58.4833;193;19;2
58.4833;193;20;2
58.4833;192;21;3
58.4833;188;17;2
58.4833;187;18;0
58.4833;190;21;3
58.4833;191;22;3
58.4833;136;28;0
58.4833;137;29;1
58.4833;136;31;2
58.4833;135;28;0
58.4833;134;29;0
58.4833;131;29;0
58.4833;135;29;1
58.4833;132;30;0
58.4833;134;30;0
58.4833;135;30;2
58.4833;130;31;0
58.4833;134;31;0
58.4833;135;31;1
58.4917;194;18;2
58.4917;193;18;4
58.4917;193;19;3
58.4917;192;19;4
58.4917;193;21;1
58.4917;192;22;1
58.4917;187;19;1
58.4917;190;21;2
58.4917;187;21;0
58.4917;188;22;2
58.4917;136;29;2
58.4917;137;29;3
58.4917;137;30;3
58.4917;136;31;0
58.4917;135;29;0
58.4917;135;30;1
58.4917;135;31;0
58.5000;199;17;1
58.5000;198;17;1
58.5000;194;17;2
58.5000;193;17;4
58.5000;199;18;1
58.5000;194;18;3
58.5000;194;19;1
58.5000;193;20;3
58.5000;193;21;2
58.5000;187;20;1
58.5000;190;21;3
58.5000;136;29;0
58.5000;136;30;1
58.5000;137;30;4
58.5000;133;29;0
58.5000;135;30;0
58.5083;199;17;2
58.5083;198;17;2
58.5083;194;17;3
58.5083;199;18;2
58.5083;198;18;1
58.5083;194;19;2
58.5083;192;22;2
58.5083;200;17;1
58.5083;200;18;2
58.5083;191;16;1
58.5083;188;17;1
58.5083;137;29;1
58.5083;136;30;0
58.5083;137;30;3
58.5083;133;30;0
58.5167;198;18;2
58.5167;193;21;3
58.5167;192;21;4
58.5167;201;18;1
58.5167;200;19;1
58.5167;191;16;0
58.5167;188;18;2
58.5167;187;19;0
58.5167;187;20;0
58.5167;137;29;0
58.5167;137;30;0
58.5250;195;18;1
58.5250;199;19;1
58.5250;194;20;2
58.5250;200;17;2
58.5250;201;18;2
58.5250;201;19;1
58.5250;200;20;1
58.5250;188;17;0
58.5333;194;17;2
58.5333;194;19;3
58.5333;192;22;3
58.5333;202;18;1
58.5333;202;19;1
58.5333;202;20;1
58.5333;201;20;1
58.5333;202;21;1
58.5333;190;17;3
58.5333;188;18;1
58.5417;193;17;3
58.5417;201;17;1
58.5417;203;20;1
58.5417;203;21;1
58.5417;201;21;1
58.5417;200;21;1
58.5417;202;22;2
58.5417;201;22;1
58.5417;189;17;2
58.5500;199;20;1
58.5500;203;21;2
58.5500;203;22;1
58.5583;192;17;3
58.5583;193;22;1
58.5583;202;18;2
58.5583;204;21;1
58.5583;203;22;2
58.5583;189;19;3
58.5667;194;20;3
58.5667;204;20;1
58.5667;202;22;3
58.5667;201;22;2
58.5667;204;22;1
58.5667;200;22;1
58.5667;191;17;3
58.5667;188;18;0
58.5667;188;19;2
58.5667;189;20;3
58.5750;199;19;2
58.5750;202;21;2
58.5750;203;22;3
58.5750;189;17;1
58.5750;190;17;2
58.5750;191;18;3
58.5750;188;20;2
58.5833;194;17;1
58.5833;203;19;1
58.5833;202;19;2
58.5833;203;20;2
58.5833;202;20;2
58.5833;204;20;2
58.5833;200;21;2
58.5833;204;22;2
58.5833;189;17;0
58.5833;189;18;2
58.5833;190;18;3
58.5833;189;21;3
58.5917;193;18;3
58.5917;199;19;1
58.5917;192;19;3
58.5917;194;20;2
58.5917;199;21;1
58.5917;205;21;1
58.5917;188;21;2
58.5917;190;21;2
58.5917;188;22;1
58.6000;201;21;2
58.6000;204;21;2
58.6000;188;19;1
58.6083;199;19;2
58.6083;199;20;2
58.6083;201;20;2
58.6083;200;20;2
58.6083;203;23;1
58.6083;189;18;1
58.6083;188;22;0
58.6167;194;19;2
58.6167;192;21;3
58.6167;193;22;0
58.6167;203;18;1
58.6167;205;21;2
58.6167;205;22;1
58.6167;188;19;0
58.6167;191;20;3
58.6167;188;21;1
58.6167;189;22;2
58.6250;194;17;0
58.6250;192;17;2
58.6250;199;19;1
58.6250;190;17;1
58.6250;191;19;3
58.6250;188;20;1
58.6250;190;22;1
58.6333;195;18;0
58.6333;199;19;2
58.6333;192;22;2
58.6333;200;16;1
58.6333;201;17;2
58.6333;203;21;3
58.6333;191;17;2
58.6333;189;18;0
58.6333;188;20;0
58.6333;188;21;0
58.6333;190;22;2
58.6417;193;17;2
58.6417;199;19;1
58.6417;202;17;1
58.6417;190;17;0
58.6417;190;22;1
58.6500;194;18;2
58.6500;193;20;2
58.6500;201;19;2
58.6500;190;18;2
58.6500;189;19;2
58.6500;190;19;3
58.6500;190;20;2
58.6500;191;22;2
58.6583;199;19;2
58.6583;192;20;3
58.6583;200;16;0
58.6667;194;20;1
58.6667;205;22;2
58.6667;189;20;2
58.6750;193;19;2
58.6750;193;21;2
58.6750;200;22;2
58.6750;191;17;1
58.6750;189;22;1
58.6833;192;18;2
58.6833;194;19;1
58.6833;200;19;2
58.6833;205;20;1
58.6833;201;22;3
58.6833;191;18;2
58.6833;190;21;1
58.6917;192;17;1
58.6917;200;18;3
58.6917;189;19;1
58.7000;189;21;2
58.7083;200;16;1
58.7083;191;17;0
58.7083;190;18;1
58.7083;189;19;0
58.7083;191;21;2
58.7167;192;19;2
58.7167;202;21;3
58.7167;190;19;2
58.7167;189;22;0
58.7250;192;22;1
58.7250;203;18;2
58.7250;189;20;1
58.7250;191;20;2
58.7333;193;17;1
58.7333;199;21;2
58.7333;191;18;1
58.7333;190;20;1
58.7333;191;21;3
58.7417;193;17;2
58.7417;192;21;2
58.7417;205;21;3
58.7417;202;23;1
58.7417;190;18;0
58.7417;191;21;2
58.7500;199;16;1
58.7500;193;17;1
58.7500;203;20;3
58.7500;202;20;3
58.7500;205;20;2
58.7500;200;21;3
58.7500;189;20;0
58.7500;189;21;1
58.7500;191;22;1
58.7583;193;18;2
58.7583;202;17;2
58.7583;203;19;2
58.7583;202;19;3
58.7583;202;23;0
58.7667;192;17;0
58.7667;198;18;3
58.7667;193;18;3
58.7667;201;16;1
58.7667;203;17;1
58.7667;204;18;1
58.7667;205;21;2
58.7667;201;21;3
58.7667;190;19;1
58.7667;191;19;2
58.7750;199;18;3
58.7750;198;18;2
58.7750;200;16;2
58.7750;204;20;3
58.7750;200;20;3
58.7750;205;21;3
58.7833;198;16;1
58.7833;198;18;3
58.7833;194;19;2
58.7833;201;18;3
58.7833;201;19;3
58.7833;204;19;1
58.7833;201;20;3
58.7917;193;18;2
58.7917;192;20;2
58.7917;202;18;3
58.7917;191;18;0
58.7917;189;21;0
58.8000;203;17;2
58.8000;204;18;2
58.8000;204;21;3
58.8000;203;22;4
58.8000;190;19;0
58.8083;198;17;3
58.8083;195;18;1
58.8083;192;18;1
58.8083;199;19;3
58.8083;199;20;3
58.8083;192;22;2
58.8083;200;17;3
58.8083;200;19;3
58.8083;205;22;3
58.8083;191;19;1
58.8083;190;20;0
58.8083;191;20;1
58.8167;199;17;3
58.8167;193;17;0
58.8167;192;19;1
58.8167;203;18;3
58.8167;205;19;1
58.8167;205;20;3
58.8167;206;21;1
58.8167;204;22;3
58.8167;202;23;1
58.8167;190;21;0
58.8167;190;22;0
58.8250;199;17;2
58.8250;197;17;1
58.8250;194;19;1
58.8250;192;22;1
58.8250;202;16;1
58.8250;202;17;3
58.8250;203;19;3
58.8250;206;21;2
58.8250;200;22;3
58.8250;191;19;0
58.8333;199;17;3
58.8333;198;19;1
58.8333;192;20;1
58.8333;201;17;3
58.8333;202;22;4
58.8333;203;23;2
58.8333;191;20;0
58.8333;191;21;1
58.8333;191;22;0
58.8417;194;18;1
58.8417;192;18;0
58.8417;193;19;1
58.8417;192;19;0
58.8417;193;20;1
58.8417;193;21;1
58.8417;192;21;1
58.8417;206;20;1
58.8417;202;20;4
58.8417;191;21;0
58.8500;195;18;0
58.8500;193;18;1
58.8500;192;20;0
58.8500;192;22;0
58.8500;201;16;2
58.8500;205;19;2
58.8500;201;19;4
58.8500;203;20;4
58.8500;206;20;2
58.8500;206;21;3
58.8500;202;21;4
58.8500;206;22;1
58.8500;201;23;1
58.8583;193;18;0
58.8583;193;19;0
58.8583;194;20;0
58.8583;193;20;0
58.8583;193;21;0
58.8583;192;21;0
58.8583;204;18;3
58.8583;201;20;4
58.8583;200;20;4
58.8583;203;21;4
58.8583;201;22;4
58.8583;204;23;1
58.8667;197;17;0
58.8667;194;18;0
58.8667;194;19;0
58.8667;200;18;4
58.8667;206;20;3
58.8667;205;21;4
58.8667;201;21;4
58.8667;205;22;4
58.8750;198;19;0
58.8750;202;16;2
58.8750;205;18;1
58.8750;202;19;4
58.8750;206;22;2
58.8833;198;16;0
58.8833;198;17;2
58.8833;203;17;3
58.8833;204;17;1
58.8833;206;19;1
58.8833;205;20;4
58.8833;204;20;4
58.8833;206;21;4
58.8917;198;17;1
58.8917;198;18;2
58.8917;202;18;4
58.8917;203;19;4
58.8917;204;19;2
58.8917;206;22;3
58.8917;200;22;2
58.9000;199;16;0
58.9000;198;18;1
58.9000;199;20;2
58.9000;199;21;1
58.9000;202;18;3
58.9000;205;18;2
58.9000;206;19;2
58.9000;206;20;4
58.9000;204;21;4
58.9000;202;23;2
58.9000;205;23;1
58.9083;199;17;2
58.9083;198;17;0
58.9083;198;18;0
58.9083;199;19;2
58.9083;199;21;0
58.9083;201;16;1
58.9083;204;17;2
58.9083;202;18;4
58.9083;205;19;3
58.9083;204;19;1
58.9083;200;20;3
58.9083;207;21;1
58.9083;203;23;3
58.9167;199;18;2
58.9167;199;19;1
58.9167;199;20;1
58.9167;201;16;2
58.9167;200;16;1
58.9167;206;19;3
58.9167;204;19;2
58.9167;207;21;2
58.9250;199;17;1
58.9250;199;18;1
58.9250;199;19;0
58.9250;199;20;0
58.9250;201;16;1
58.9250;200;17;2
58.9250;200;18;3
58.9250;200;22;1
58.9333;255;32;2
58.9333;255;33;2
58.9333;256;34;1
58.9333;199;17;0
58.9333;199;18;0
58.9333;203;16;1
58.9333;200;16;0
58.9333;207;20;1
58.9333;200;22;0
58.9333;201;23;0
58.9417;255;31;3
58.9417;255;32;4
58.9417;255;33;3
58.9417;256;30;3
58.9417;256;31;4
58.9417;256;32;4
58.9417;256;33;4
58.9417;256;34;3
58.9417;200;17;1
58.9417;202;18;3
58.9417;200;18;2
58.9417;200;19;2
58.9417;200;21;2
58.9500;255;32;3
58.9500;255;33;2
58.9500;257;29;3
58.9500;256;29;1
58.9500;258;30;1
58.9500;257;30;4
58.9500;256;30;5
58.9500;258;31;2
58.9500;257;31;4
58.9500;258;32;1
58.9500;257;32;4
58.9500;257;33;3
58.9500;257;34;3
58.9500;256;34;4
58.9500;203;16;0
58.9500;201;16;0
58.9500;201;17;2
58.9500;200;17;0
58.9500;200;18;1
58.9500;200;19;1
58.9500;201;20;3
58.9500;200;20;2
58.9500;200;21;1
58.9583;255;31;1
58.9583;255;32;1
58.9583;255;33;0
58.9583;259;29;1
58.9583;258;29;3
58.9583;257;29;4
58.9583;259;30;2
58.9583;258;30;4
58.9583;256;30;4
58.9583;259;31;3
58.9583;258;31;4
58.9583;259;32;2
58.9583;258;32;3
58.9583;258;33;3
58.9583;258;34;2
58.9583;257;34;4
58.9583;256;34;2
58.9583;202;16;1
58.9583;200;18;0
58.9583;201;19;3
58.9583;200;19;0
58.9583;200;20;1
58.9583;200;21;0
58.9583;201;22;3
58.9667;255;31;0
58.9667;255;32;0
58.9667;259;29;3
